Address,City,State,Zip,Date_Incident,Jurisdiction,Incident_Tract,UCR_Incident_Code,Incident_Description,Incident_Type,Case_Number,Case_Status,Case_Status_Description,Latitude,Longitude,Location
500 Cranberry Way,Chattanooga,TN,37343,03/07/2018 05:08:00 PM,TN0330100,A3,11D,Forcible Fondling,Part 1 Crimes,18-020263,3,Pending/Possible Leads,35.125706887,-85.26242930899997,"(35.125706887, -85.262429309)"
200 S Germantown Rd,Chattanooga,TN,37411,03/07/2018 05:11:00 PM,TN0330100,C2,290,Destructive/Damage/Vandalism Of Property,Part 1 Crimes,18-020264,2,Cleared by Arrest,35.019463727000058,-85.24817801799999,"(35.019463727, -85.248178018)"
1100 Maple Tree Ln,Chattanooga,TN,37421,03/07/2018 05:13:00 PM,TN0330100,C8,91Z,,,18-020265,3,Pending/Possible Leads,35.001361104,-85.137563802999992,"(35.001361104, -85.137563803)"
1400 Cloverdale Cir,Chattanooga,TN,37343,03/07/2018 05:17:00 PM,TN0330100,A3,13B,Simple Assault,Part 1 Crimes,18-020267,3,Pending/Possible Leads,35.131422851000067,-85.248624573999948,"(35.131422851, -85.248624574)"
2500 De Sales Ave,Chattanooga,TN,37404,03/07/2018 05:30:00 PM,TN0330100,B4,91Z,,,18-020280,3,Pending/Possible Leads,35.039407677,-85.261907622999956,"(35.039407677, -85.261907623)"
4800 Jeffery Ln,Chattanooga,TN,37410,03/07/2018 05:42:00 PM,TN0330100,A12,23F,Theft From Motor Vehicle,Part 1 Crimes,18-020273,3,Pending/Possible Leads,34.993367436,-85.305199433999974,"(34.993367436, -85.305199434)"
7400 E Brainerd Rd,Chattanooga,TN,37421,03/07/2018 05:45:00 PM,TN0330100,C8,520,Weapon Law Violations,Part 1 Crimes,18-020277,2,Cleared by Arrest,35.014393011000067,-85.162558948999958,"(35.014393011, -85.162558949)"
7400 E Brainerd Rd,Chattanooga,TN,37421,03/07/2018 05:45:00 PM,TN0330100,C8,13A,Aggravated Assault,Part 1 Crimes,18-020277,2,Cleared by Arrest,35.014393011000067,-85.162558948999958,"(35.014393011, -85.162558949)"
6800 East Brainerd Rd,Chattanooga,TN,37421,03/07/2018 05:50:00 PM,TN0330100,C4,35A,Drug/Narcotic Violations,Part 1 Crimes,18-020329,2,Cleared by Arrest,35.018131266000061,-85.184941804999966,"(35.018131266, -85.184941805)"
W Shepherd Rd//Arlena Cir,Chattanooga,TN,37421,03/07/2018 05:50:00 PM,TN0330100,C6,91Z,,,18-020274,3,Pending/Possible Leads,,,
1400 Market St,Chattanooga,TN,37408,03/07/2018 05:57:00 PM,TN0330100,A9,90J,Trespass Of Real Property,Part 2 Crimes,18-020283,2,Cleared by Arrest,35.037129801,-85.306686707999944,"(35.037129801, -85.306686708)"
1100 Gateway Ave,Chattanooga,TN,37402,03/07/2018 05:58:00 PM,TN0330100,A6,91Z,,,18-020281,3,Pending/Possible Leads,35.045850460000054,-85.318119970999987,"(35.04585046, -85.318119971)"
400 Greenway View Dr,Chattanooga,TN,37411,03/07/2018 06:00:00 PM,TN0330100,C3,91Z,,,18-020312,3,Pending/Possible Leads,35.007065739,-85.207521295999967,"(35.007065739, -85.207521296)"
1500 Joiner Rd,Chattanooga,TN,37421,03/07/2018 06:00:00 PM,TN0330100,C8,290,Destructive/Damage/Vandalism Of Property,Part 1 Crimes,18-020529,3,Pending/Possible Leads,35.015544965000068,-85.16084529,"(35.015544965, -85.16084529)"
2300 Meadowbrook Trl,Chattanooga,TN,37421,03/07/2018 06:29:00 PM,TN0330100,C6,91Z,,,18-020289,3,Pending/Possible Leads,35.057494089000052,-85.173004466999942,"(35.057494089, -85.173004467)"
5700 Fisk Ave,Chattanooga,TN,37421,03/07/2018 06:50:00 PM,TN0330100,C4,91Z,,,18-020477,3,Pending/Possible Leads,35.038392224000063,-85.192557666999932,"(35.038392224, -85.192557667)"
7000 Mccutcheon Rd,Chattanooga,TN,37421,03/07/2018 06:55:00 PM,TN0330100,C9,91Z,,,18-020294,3,Pending/Possible Leads,35.047680667000051,-85.15717779,"(35.047680667, -85.15717779)"
1600 Williams St,Chattanooga,TN,37408,03/07/2018 07:10:00 PM,TN0330100,A10,90Z,All Other Offenses,Part 2 Crimes,18-020297,3,Pending/Possible Leads,35.03565527,-85.310532662999961,"(35.03565527, -85.310532663)"
2000 S Willow St,Chattanooga,TN,37404,03/07/2018 07:30:00 PM,TN0330100,B6,91Z,,,18-020296,3,Pending/Possible Leads,35.019350753,-85.280817494999937,"(35.019350753, -85.280817495)"
700 E 11th St,Chattanooga,TN,37403,03/07/2018 07:37:00 PM,TN0330100,A9,13A,Aggravated Assault,Part 1 Crimes,18-020300,3,Pending/Possible Leads,35.040551851000053,-85.299305597999989,"(35.040551851, -85.299305598)"
500 N Highland Park Ave,Chattanooga,TN,37404,03/07/2018 08:00:00 PM,TN0330100,B4,13B,Simple Assault,Part 1 Crimes,18-020303,3,Pending/Possible Leads,35.044422656000073,-85.278311417999944,"(35.044422656, -85.278311418)"
2100 Amnicola Hwy,Chattanooga,TN,37406,03/07/2018 08:10:00 PM,TN0330100,B1,91Z,,,18-020865,3,Pending/Possible Leads,35.062728934,-85.274512571999963,"(35.062728934, -85.274512572)"
2300 David Ln,Chattanooga,TN,37421,03/07/2018 08:12:00 PM,TN0330100,C6,91Z,,,18-020305,3,Pending/Possible Leads,35.049285753000071,-85.17016563,"(35.049285753, -85.17016563)"
100 Gardner St,Chattanooga,TN,37411,03/07/2018 08:20:00 PM,TN0330100,C2,240,Motor Vehicle Theft,Part 1 Crimes,18-020395,4,Inactive/Suspended,35.018829517000071,-85.242862925999944,"(35.018829517, -85.242862926)"
2700 E 42nd St,Chattanooga,TN,37407,03/07/2018 08:20:00 PM,TN0330100,B9,35B,Drug Equipment Violations,Part 1 Crimes,18-020328,2,Cleared by Arrest,34.994791379000063,-85.284893032999946,"(34.994791379, -85.284893033)"
2700 E 42nd St,Chattanooga,TN,37407,03/07/2018 08:20:00 PM,TN0330100,B9,91Z,,,18-020327,2,Cleared by Arrest,34.994086379000059,-85.284827032999942,"(34.994086379, -85.284827033)"
2700 E 42nd St,Chattanooga,TN,37407,03/07/2018 08:20:00 PM,TN0330100,B9,26C,Impersonation,Part 1 Crimes,18-020328,2,Cleared by Arrest,34.994791379000063,-85.284893032999946,"(34.994791379, -85.284893033)"
2700 E 42nd St,Chattanooga,TN,37407,03/07/2018 08:20:00 PM,TN0330100,B9,35A,Drug/Narcotic Violations,Part 1 Crimes,18-020328,2,Cleared by Arrest,34.994791379000063,-85.284893032999946,"(34.994791379, -85.284893033)"
4900 Shoreline Dr,Chattanooga,TN,37416,03/07/2018 08:24:00 PM,TN0330100,C5,91Z,,,18-020310,3,Pending/Possible Leads,35.098545163000075,-85.188173575999954,"(35.098545163, -85.188173576)"
1300 Moss Dr,Chattanooga,TN,37411,03/07/2018 08:30:00 PM,TN0330100,C1,91Z,,,18-020311,3,Pending/Possible Leads,35.044805444,-85.241698340999989,"(35.044805444, -85.241698341)"
400 Derby St,Chattanooga,TN,37404,03/07/2018 08:30:00 PM,TN0330100,B4,91Z,,,18-020337,3,Pending/Possible Leads,35.038840519000054,-85.265587023999956,"(35.038840519, -85.265587024)"
400 Greenway View Dr,Chattanooga,TN,37411,03/07/2018 08:30:00 PM,TN0330100,C3,23C,Shoplifting,Part 1 Crimes,18-020316,2,Cleared by Arrest,35.007564739,-85.207089295999964,"(35.007564739, -85.207089296)"
100 Manufacturers Rd,Chattanooga,TN,37405,03/07/2018 08:36:00 PM,TN0330100,A7,90E,Drunkenness,Part 2 Crimes,18-020318,2,Cleared by Arrest,35.062906820000066,-85.310503343999983,"(35.06290682, -85.310503344)"
1600 Greendale Way,Chattanooga,TN,37343,03/07/2018 09:00:00 PM,TN0330100,A3,13B,Simple Assault,Part 1 Crimes,18-007584,3,Pending/Possible Leads,35.127785294,-85.246567053999954,"(35.127785294, -85.246567054)"
1200 E 8th St,Chattanooga,TN,37403,03/07/2018 09:00:00 PM,TN0330100,A8,23F,Theft From Motor Vehicle,Part 1 Crimes,18-020464,3,Pending/Possible Leads,35.040616379000056,-85.291242880999988,"(35.040616379, -85.291242881)"
3800 Youngstown Rd,Chattanooga,TN,37406,03/07/2018 09:05:00 PM,TN0330100,C5,90Z,All Other Offenses,Part 2 Crimes,18-020320,3,Pending/Possible Leads,35.073950446,-85.218415014999934,"(35.073950446, -85.218415015)"
3800 Youngstown Rd,Chattanooga,TN,37406,03/07/2018 09:05:00 PM,TN0330100,C5,290,Destructive/Damage/Vandalism Of Property,Part 1 Crimes,18-020320,3,Pending/Possible Leads,35.073950446,-85.218415014999934,"(35.073950446, -85.218415015)"
2100 Ringgold Rd,Chattanooga,TN,37404,03/07/2018 09:06:00 PM,TN0330100,B6,91Z,,,18-020322,3,Pending/Possible Leads,35.014082596,-85.268687914999958,"(35.014082596, -85.268687915)"
300 Mcbrien Rd,Chattanooga,TN,37411,03/07/2018 09:12:00 PM,TN0330100,C3,91Z,,,18-020321,3,Pending/Possible Leads,35.005578762,-85.22658273499998,"(35.005578762, -85.226582735)"
6800 Tyner Rd,Chattanooga,TN,37421,03/07/2018 09:22:00 PM,TN0330100,C9,91Z,,,18-020326,3,Pending/Possible Leads,35.062699758000065,-85.155537840999955,"(35.062699758, -85.155537841)"
600 Cherry St,Chattanooga,TN,37402,03/07/2018 09:23:00 PM,TN0330100,A7,90E,Drunkenness,Part 2 Crimes,18-020325,2,Cleared by Arrest,35.049526626000059,-85.309226047999971,"(35.049526626, -85.309226048)"
4000 Hixson Pike,Chattanooga,TN,37415,03/07/2018 09:25:00 PM,TN0330100,A3,91Z,,,18-020336,2,Cleared by Arrest,35.114298711,-85.257446771999966,"(35.114298711, -85.257446772)"
700 E 11th St,Chattanooga,TN,37403,03/07/2018 09:30:00 PM,TN0330100,A9,23H,All Other Larceny,Part 1 Crimes,18-020521,3,Pending/Possible Leads,35.041186073000056,-85.299068365999972,"(35.041186073, -85.299068366)"
3700 Cuscowilla Trl,Chattanooga,TN,37415,03/07/2018 09:30:00 PM,TN0330100,A3,290,Destructive/Damage/Vandalism Of Property,Part 1 Crimes,18-020827,3,Pending/Possible Leads,35.111827820000052,-85.275870188999946,"(35.11182782, -85.275870189)"
100 S Seminole Dr,Chattanooga,TN,37411,03/07/2018 09:35:00 PM,TN0330100,C2,91Z,,,18-020332,3,Pending/Possible Leads,35.027315001000055,-85.255104197999941,"(35.027315001, -85.255104198)"
4000 Hixson Pike,Chattanooga,TN,37415,03/07/2018 09:38:00 PM,TN0330100,A3,91Z,,,18-020343,3,Pending/Possible Leads,35.114920711,-85.258264771999961,"(35.114920711, -85.258264772)"
3700 Modern Industries Pkwy,Chattanooga,TN,37419,03/07/2018 10:00:00 PM,TN0330100,A13,23F,Theft From Motor Vehicle,Part 1 Crimes,18-020394,3,Pending/Possible Leads,35.014196755,-85.384029736999949,"(35.014196755, -85.384029737)"
1300 E 3rd St,Chattanooga,TN,37404,03/07/2018 10:30:00 PM,TN0330100,B4,91Z,,,18-020342,3,Pending/Possible Leads,35.042918407,-85.278993767999992,"(35.042918407, -85.278993768)"
7700 Lee Hwy,Chattanooga,TN,37421,03/07/2018 10:30:00 PM,TN0330100,C9,91Z,,,18-020340,3,Pending/Possible Leads,35.060597369000071,-85.133708607999949,"(35.060597369, -85.133708608)"
1500 Tunnel Blvd,Chattanooga,TN,37411,03/07/2018 10:40:00 PM,TN0330100,C1,91Z,,,18-020341,3,Pending/Possible Leads,35.045537988000078,-85.237474442999954,"(35.045537988, -85.237474443)"
1600 Greendale Way,Chattanooga,TN,37343,03/07/2018 11:20:00 PM,TN0330100,A3,91Z,,,18-020352,3,Pending/Possible Leads,35.128079294,-85.245389053999958,"(35.128079294, -85.245389054)"
1000 Gadd Rd,Chattanooga,TN,37343,03/07/2018 11:45:00 PM,TN0330100,A1,91Z,,,18-020354,3,Pending/Possible Leads,35.141241270000059,-85.250842262999967,"(35.14124127, -85.250842263)"
7700 Lee Hwy,Chattanooga,TN,37421,03/07/2018 11:55:00 PM,TN0330100,C9,91Z,,,18-020355,3,Pending/Possible Leads,35.061423693,-85.133627294999968,"(35.061423693, -85.133627295)"
5800 Antonio Ln,Chattanooga,TN,37343,03/08/2018 12:00:00 AM,TN0330100,A1,23F,Theft From Motor Vehicle,Part 1 Crimes,18-020404,3,Pending/Possible Leads,35.157557938000082,-85.252610531999977,"(35.157557938, -85.252610532)"
2400 Williams St,Chattanooga,TN,37408,03/08/2018 12:01:00 AM,TN0330100,A10,11A,Forcible Rape,Part 1 Crimes,18-020403,3,Pending/Possible Leads,35.028211237000065,-85.313729265999939,"(35.028211237, -85.313729266)"
1000 Market St,Chattanooga,TN,37402,03/08/2018 12:20:00 AM,TN0330100,A9,91Z,,,18-020358,3,Pending/Possible Leads,35.044513474000063,-85.310129678999942,"(35.044513474, -85.310129679)"
3900 Rosalind Ln,Chattanooga,TN,37416,03/08/2018 12:35:00 AM,TN0330100,C5,23F,Theft From Motor Vehicle,Part 1 Crimes,18-020363,3,Pending/Possible Leads,35.093783955000077,-85.191673414999954,"(35.093783955, -85.191673415)"
1800 S Greenwood Ave,Chattanooga,TN,37404,03/08/2018 01:25:00 AM,TN0330100,B6,91Z,,,18-020367,3,Pending/Possible Leads,35.026148692000071,-85.288129092999981,"(35.026148692, -85.288129093)"
7100 Lee Hwy,Chattanooga,TN,37421,03/08/2018 01:47:00 AM,TN0330100,C9,90Z,All Other Offenses,Part 2 Crimes,18-020370,2,Cleared by Arrest,35.047645137,-85.157447776999973,"(35.047645137, -85.157447777)"
7100 Lee Hwy,Chattanooga,TN,37421,03/08/2018 01:47:00 AM,TN0330100,C9,26C,Impersonation,Part 1 Crimes,18-020370,2,Cleared by Arrest,35.047645137,-85.157447776999973,"(35.047645137, -85.157447777)"
100 Melrose Dr,Chattanooga,TN,37421,03/08/2018 01:47:00 AM,TN0330100,C4,91Z,,,18-020513,3,Pending/Possible Leads,35.017659157000061,-85.200138105999983,"(35.017659157, -85.200138106)"
7100 Lee Hwy,Chattanooga,TN,37421,03/08/2018 01:47:00 AM,TN0330100,C9,90Z,All Other Offenses,Part 2 Crimes,18-020370,2,Cleared by Arrest,35.047645137,-85.157447776999973,"(35.047645137, -85.157447777)"
7100 Lee Hwy,Chattanooga,TN,37421,03/08/2018 01:47:00 AM,TN0330100,C9,35B,Drug Equipment Violations,Part 1 Crimes,18-020370,2,Cleared by Arrest,35.047645137,-85.157447776999973,"(35.047645137, -85.157447777)"
7100 Lee Hwy,Chattanooga,TN,37421,03/08/2018 01:47:00 AM,TN0330100,C9,35A,Drug/Narcotic Violations,Part 1 Crimes,18-020370,2,Cleared by Arrest,35.047645137,-85.157447776999973,"(35.047645137, -85.157447777)"
700 Cherry St,Chattanooga,TN,37402,03/08/2018 02:03:00 AM,TN0330100,A7,91Z,,,18-020372,3,Pending/Possible Leads,35.04872379,-85.309146122999991,"(35.04872379, -85.309146123)"
3600 Brainerd Rd,Chattanooga,TN,37411,03/08/2018 02:38:00 AM,TN0330100,C2,91Z,,,18-020375,3,Pending/Possible Leads,35.022584898,-85.244807837999957,"(35.022584898, -85.244807838)"
1900 Gunbarrel Rd,Chattanooga,TN,37421,03/08/2018 04:15:00 AM,TN0330100,C7,91Z,,,18-020379,3,Pending/Possible Leads,35.028077911,-85.156802324999973,"(35.028077911, -85.156802325)"
2600 Walker Rd,Chattanooga,TN,37421,03/08/2018 04:48:00 AM,TN0330100,C9,91Z,,,18-020383,3,Pending/Possible Leads,35.052541318000067,-85.137121155999978,"(35.052541318, -85.137121156)"
600 Parkview Dr,Chattanooga,TN,37411,03/08/2018 06:25:00 AM,TN0330100,C2,91Z,,,18-020466,3,Pending/Possible Leads,35.021317220000078,-85.227936921999969,"(35.02131722, -85.227936922)"
1100 Ridge Top Dr,Chattanooga,TN,37421,03/08/2018 06:43:00 AM,TN0330100,C8,91Z,,,18-020391,3,Pending/Possible Leads,35.005145221000063,-85.17267994,"(35.005145221, -85.17267994)"
1700 E 5th St,Chattanooga,TN,37404,03/08/2018 07:15:00 AM,TN0330100,B4,91Z,,,18-020407,3,Pending/Possible Leads,35.040262296,-85.274430042999981,"(35.040262296, -85.274430043)"
200 Hunt Ave,Chattanooga,TN,37411,03/08/2018 07:35:00 AM,TN0330100,C3,35A,Drug/Narcotic Violations,Part 1 Crimes,18-020396,2,Cleared by Arrest,35.005840123000063,-85.221838698999932,"(35.005840123, -85.221838699)"
200 Hunt Ave,Chattanooga,TN,37411,03/08/2018 07:35:00 AM,TN0330100,C3,35B,Drug Equipment Violations,Part 1 Crimes,18-020396,2,Cleared by Arrest,35.005840123000063,-85.221838698999932,"(35.005840123, -85.221838699)"
200 Manufacturers Rd,Chattanooga,TN,37405,03/08/2018 08:00:00 AM,TN0330100,A5,23H,All Other Larceny,Part 1 Crimes,18-021171,3,Pending/Possible Leads,35.062407615,-85.313326692999965,"(35.062407615, -85.313326693)"
2500 Vance Ave,Chattanooga,TN,37404,03/08/2018 08:00:00 AM,TN0330100,B5,91Z,,,18-020401,3,Pending/Possible Leads,35.027977735,-85.268967007999976,"(35.027977735, -85.268967008)"
2000 S Willow St,Chattanooga,TN,37404,03/08/2018 08:15:00 AM,TN0330100,B6,23D,Theft From Buildings,Part 1 Crimes,18-020406,3,Pending/Possible Leads,35.019898753,-85.279979494999949,"(35.019898753, -85.279979495)"
3200 Rossville Blvd,Chattanooga,TN,37407,03/08/2018 08:30:00 AM,TN0330100,B7,91Z,,,18-020412,3,Pending/Possible Leads,35.006567297,-85.294297658999952,"(35.006567297, -85.294297659)"
3300 Lockwood Dr,Chattanooga,TN,37415,03/08/2018 08:35:00 AM,TN0330100,A3,91Z,,,18-020413,3,Pending/Possible Leads,35.106827593,-85.28485746299998,"(35.106827593, -85.284857463)"
300 Sylvan St,Chattanooga,TN,37405,03/08/2018 08:55:00 AM,TN0330100,A4,91Z,,,18-020417,3,Pending/Possible Leads,35.072172133,-85.3039018,"(35.072172133, -85.3039018)"
2000 Cannondale Loop,Chattanooga,TN,37421,03/08/2018 08:59:00 AM,TN0330100,C7,91Z,,,18-020423,3,Pending/Possible Leads,35.02014388300006,-85.15323227,"(35.020143883, -85.15323227)"
5400 Hwy 153,Chattanooga,TN,37343,03/08/2018 09:00:00 AM,TN0330100,A1,91Z,,,18-020490,3,Pending/Possible Leads,35.14035039400008,-85.247290773999964,"(35.140350394, -85.247290774)"
2100 Appling St,Chattanooga,TN,37406,03/08/2018 09:00:00 AM,TN0330100,B2,290,Destructive/Damage/Vandalism Of Property,Part 1 Crimes,18-020482,3,Pending/Possible Leads,35.067590728,-85.253120177999961,"(35.067590728, -85.253120178)"
4300 Rossville Blvd,Chattanooga,TN,37407,03/08/2018 09:06:00 AM,TN0330100,B9,91Z,,,18-020415,3,Pending/Possible Leads,34.993299604,-85.290345145999993,"(34.993299604, -85.290345146)"
3400 Amnicola Hwy,Chattanooga,TN,37406,03/08/2018 09:10:00 AM,TN0330100,B1,23F,Theft From Motor Vehicle,Part 1 Crimes,18-020569,3,Pending/Possible Leads,35.081496095,-85.263151120999936,"(35.081496095, -85.263151121)"
4600 Paw Trl,Chattanooga,TN,37416,03/08/2018 09:35:00 AM,TN0330100,C5,91Z,,,18-020445,3,Pending/Possible Leads,35.078188798,-85.196898771999955,"(35.078188798, -85.196898772)"
4100 Dorris St,Chattanooga,TN,37410,03/08/2018 09:55:00 AM,TN0330100,A12,91Z,,,18-020430,3,Pending/Possible Leads,35.001936589000053,-85.311189326999965,"(35.001936589, -85.311189327)"
1200 Peachtree St,Chattanooga,TN,37404,03/08/2018 10:20:00 AM,TN0330100,B5,13B,Simple Assault,Part 1 Crimes,18-020451,3,Pending/Possible Leads,35.024029159,-85.269590904999973,"(35.024029159, -85.269590905)"
800 W 14th Street Ct,Chattanooga,TN,37402,03/08/2018 10:32:00 AM,TN0330100,A6,290,Destructive/Damage/Vandalism Of Property,Part 1 Crimes,18-020458,3,Pending/Possible Leads,35.041536789,-85.317584782999944,"(35.041536789, -85.317584783)"
4400 Rossville Blvd,Chattanooga,TN,37407,03/08/2018 10:50:00 AM,TN0330100,B9,23G,Theft Of Motor Vehicle Parts Or Accessories,Part 1 Crimes,18-020463,3,Pending/Possible Leads,34.992071692000074,-85.290352423999963,"(34.992071692, -85.290352424)"
4400 Old Mission Rd,Chattanooga,TN,37411,03/08/2018 11:15:00 AM,TN0330100,C1,35B,Drug Equipment Violations,Part 1 Crimes,18-020478,2,Cleared by Arrest,35.019907943,-85.231946972999978,"(35.019907943, -85.231946973)"
4400 Old Mission Rd,Chattanooga,TN,37411,03/08/2018 11:15:00 AM,TN0330100,C1,35A,Drug/Narcotic Violations,Part 1 Crimes,18-020478,2,Cleared by Arrest,35.019907943,-85.231946972999978,"(35.019907943, -85.231946973)"
6000 Shallowford Rd,Chattanooga,TN,37421,03/08/2018 11:17:00 AM,TN0330100,C6,91Z,,,18-020474,3,Pending/Possible Leads,35.054447573,-85.187239541999986,"(35.054447573, -85.187239542)"
4200 Willard Dr,Chattanooga,TN,37416,03/08/2018 11:21:00 AM,TN0330100,C5,290,Destructive/Damage/Vandalism Of Property,Part 1 Crimes,18-020468,3,Pending/Possible Leads,35.08107605400005,-85.205299298999947,"(35.081076054, -85.205299299)"
4200 Willard Dr,Chattanooga,TN,37416,03/08/2018 11:21:00 AM,TN0330100,C5,90Z,All Other Offenses,Part 2 Crimes,18-020468,3,Pending/Possible Leads,35.08107605400005,-85.205299298999947,"(35.081076054, -85.205299299)"
4800 Hal Dr,Chattanooga,TN,37416,03/08/2018 11:30:00 AM,TN0330100,C5,91Z,,,18-020473,3,Pending/Possible Leads,35.084085629000079,-85.185979274999966,"(35.084085629, -85.185979275)"
3200 Calhoun Ave,Chattanooga,TN,37407,03/08/2018 11:45:00 AM,TN0330100,B7,91Z,,,18-020480,3,Pending/Possible Leads,35.006767337,-85.29462901499997,"(35.006767337, -85.294629015)"
5200 Brainerd Rd,Chattanooga,TN,37411,03/08/2018 11:46:00 AM,TN0330100,C3,26A,False Pretense/Swindle/Confidence Game,Part 1 Crimes,18-020479,3,Pending/Possible Leads,35.010642691000058,-85.224634820999981,"(35.010642691, -85.224634821)"
200 Moonstone Rd,Chattanooga,TN,37405,03/08/2018 11:55:00 AM,TN0330100,A4,91Z,,,18-020489,3,Pending/Possible Leads,35.076096193,-85.310306257999983,"(35.076096193, -85.310306258)"
2600 Churchill Downs Rd,Chattanooga,TN,37403,03/08/2018 12:00:00 PM,TN0330100,C6,23H,All Other Larceny,Part 1 Crimes,18-020954,3,Pending/Possible Leads,35.058860380000063,-85.159560870999982,"(35.05886038, -85.159560871)"
2600 Churchill Downs Rd,Chattanooga,TN,37403,03/08/2018 12:00:00 PM,TN0330100,C6,250,Forgery/Counterfeiting,Part 1 Crimes,18-020954,3,Pending/Possible Leads,35.058860380000063,-85.159560870999982,"(35.05886038, -85.159560871)"
5300 Dorsey St,Chattanooga,TN,37410,03/08/2018 12:00:00 PM,TN0330100,A12,91Z,,,18-021722,3,Pending/Possible Leads,34.987509682000081,-85.31841811699995,"(34.987509682, -85.318418117)"
4000 Jenkins Rd,Chattanooga,TN,37421,03/08/2018 12:00:00 PM,TN0330100,C9,90Z,All Other Offenses,Part 2 Crimes,18-021465,3,Pending/Possible Leads,35.056840755,-85.126259052999956,"(35.056840755, -85.126259053)"
5800 Moody Sawyer Rd,Chattanooga,TN,37343,03/08/2018 12:00:00 PM,TN0330100,A1,91Z,,,18-020597,3,Pending/Possible Leads,35.157594344000067,-85.252585846999978,"(35.157594344, -85.252585847)"
500 E Manning St,Chattanooga,TN,37405,03/08/2018 12:00:00 PM,TN0330100,A4,91Z,,,18-020572,3,Pending/Possible Leads,35.065079585,-85.300607450999962,"(35.065079585, -85.300607451)"
1900 Hamill Rd,Chattanooga,TN,37343,03/08/2018 12:10:00 PM,TN0330100,A3,91Z,,,18-020484,3,Pending/Possible Leads,35.122646613000072,-85.240155181999938,"(35.122646613, -85.240155182)"
2300 Center St,Chattanooga,TN,37421,03/08/2018 12:15:00 PM,TN0330100,C9,91Z,,,18-020483,3,Pending/Possible Leads,35.044208076000075,-85.160174703999942,"(35.044208076, -85.160174704)"
8300 Iris Rd,Chattanooga,TN,37421,03/08/2018 12:25:00 PM,TN0330100,C8,35A,Drug/Narcotic Violations,Part 1 Crimes,18-020510,2,Cleared by Arrest,34.994907597,-85.144703477999968,"(34.994907597, -85.144703478)"
8300 Iris Rd,Chattanooga,TN,37421,03/08/2018 12:25:00 PM,TN0330100,C8,35B,Drug Equipment Violations,Part 1 Crimes,18-020510,2,Cleared by Arrest,34.994907597,-85.144703477999968,"(34.994907597, -85.144703478)"
5900 Highway 153,Chattanooga,TN,37343,03/08/2018 12:26:00 PM,TN0330100,A1,23C,Shoplifting,Part 1 Crimes,18-021498,3,Pending/Possible Leads,35.164274923000072,-85.248869660999944,"(35.164274923, -85.248869661)"
500 Central Dr,Chattanooga,TN,37421,03/08/2018 12:29:00 PM,TN0330100,C4,91Z,,,18-020481,3,Pending/Possible Leads,35.023241600000063,-85.195972592999965,"(35.0232416, -85.195972593)"
5700 153 Hwy,Chattanooga,TN,37343,03/08/2018 12:31:00 PM,TN0330100,A1,250,Forgery/Counterfeiting,Part 1 Crimes,18-020492,3,Pending/Possible Leads,,,
2200 Hamilton Place Blvd,Chattanooga,TN,37421,03/08/2018 12:40:00 PM,TN0330100,C7,90Z,All Other Offenses,Part 2 Crimes,18-020499,3,Pending/Possible Leads,35.040083281000072,-85.154563045999964,"(35.040083281, -85.154563046)"
1900 Daisy St,Chattanooga,TN,37406,03/08/2018 01:00:00 PM,TN0330100,B2,23F,Theft From Motor Vehicle,Part 1 Crimes,18-020602,3,Pending/Possible Leads,35.067417289000076,-85.256972508999951,"(35.067417289, -85.256972509)"
2300 Bliss Ave,Chattanooga,TN,37406,03/08/2018 01:00:00 PM,TN0330100,B2,91Z,,,18-020502,3,Pending/Possible Leads,35.069310245,-85.266299966999966,"(35.069310245, -85.266299967)"
800 W 14th Street Ct,Chattanooga,TN,37402,03/08/2018 01:00:00 PM,TN0330100,A6,91Z,,,18-020584,3,Pending/Possible Leads,35.041419006,-85.318041315999977,"(35.041419006, -85.318041316)"
7800 Townsend Rd,Chattanooga,TN,37421,03/08/2018 01:00:00 PM,TN0330100,C7,13B,Simple Assault,Part 1 Crimes,18-020580,2,Cleared by Arrest,35.031874571,-85.13561132699995,"(35.031874571, -85.135611327)"
1700 Bagwell Ave,Chattanooga,TN,37343,03/08/2018 01:20:00 PM,TN0330100,A3,91Z,,,18-020504,3,Pending/Possible Leads,35.121985191000064,-85.24492573299996,"(35.121985191, -85.244925733)"
900 Beason Dr,Chattanooga,TN,37405,03/08/2018 01:20:00 PM,TN0330100,A5,91Z,,,18-020503,3,Pending/Possible Leads,35.07158310900008,-85.326098233999971,"(35.071583109, -85.326098234)"
7000 Mccutcheon Rd,Chattanooga,TN,37421,03/08/2018 01:50:00 PM,TN0330100,C9,91Z,,,18-020514,3,Pending/Possible Leads,35.047071205,-85.158574947999952,"(35.047071205, -85.158574948)"
2000 Gunbarrel Rd,Chattanooga,TN,37421,03/08/2018 01:58:00 PM,TN0330100,C7,91Z,,,18-020561,3,Pending/Possible Leads,35.029770471,-85.156440792999959,"(35.029770471, -85.156440793)"
2600 Hixson Pike,Chattanooga,TN,37415,03/08/2018 02:15:00 PM,TN0330100,A3,91Z,,,18-020527,3,Pending/Possible Leads,35.091079895,-85.287016106999971,"(35.091079895, -85.287016107)"
4800 Hixson Pike,Chattanooga,TN,37343,03/08/2018 02:30:00 PM,TN0330100,A3,91Z,,,18-020525,3,Pending/Possible Leads,35.127244314000073,-85.247427273999946,"(35.127244314, -85.247427274)"
